SKUID,SKUCODE,ProductName,CategoryID,CategoryName,Segment,BrandID,BrandName,ManufacturerID,ManufacturerName
25452,KTWMSPSW,Kotex White Maxi Sanitary Pads Support Wings 8x4x4,114,Personal Care & Beauty,HC+PC,5038,Kotex,169,KIMBERLEY CLARK
21077,KTLNRD40,Kotex Liners 40 (deodorised) 40 X 16,114,Personal Care & Beauty,HC+PC,5038,Kotex,169,KIMBERLEY CLARK
21072,KTMXSUP,Ktx Mxi Wh Sup+wngs 8x4x4 Weca,114,Personal Care & Beauty,HC+PC,5038,Kotex,169,KIMBERLEY CLARK
21073,KTAPS16,Kotex Super 16 Count (applicator),114,Personal Care & Beauty,HC+PC,5038,Kotex,169,KIMBERLEY CLARK
21067,KTLNRN40,Kotex Liners 40 (normal),114,Personal Care & Beauty,HC+PC,5038,Kotex,169,KIMBERLEY CLARK
21059,KTMXNM,Ktx Mxi Wh Nml+wings 10x4x4 Weca,114,Personal Care & Beauty,HC+PC,5038,Kotex,169,KIMBERLEY CLARK
21060,KTULTSUP,Ktx Wht Ult Sup Weca 8x16,114,Personal Care & Beauty,HC+PC,5038,Kotex,169,KIMBERLEY CLARK
21061,KTNGT,Ktx Wht Night Weca 7x16,114,Personal Care & Beauty,HC+PC,5038,Kotex,169,KIMBERLEY CLARK
21049,KTAPR16,Kotex Regular 16 Count (applicator),114,Personal Care & Beauty,HC+PC,5038,Kotex,169,KIMBERLEY CLARK
21063,KTULTN,Ktx Wht Ult Nor+wing 8x16 Weca,114,Personal Care & Beauty,HC+PC,5038,Kotex,169,KIMBERLEY CLARK
21064,KTLNRD20,Kotex Liners 20 (deodorised) 20 X 16,114,Personal Care & Beauty,HC+PC,5038,Kotex,169,KIMBERLEY CLARK
21043,KTLNRN20,Kotex Liners 20 (normal),114,Personal Care & Beauty,HC+PC,5038,Kotex,169,KIMBERLEY CLARK
23144,SPRITE60CL,Sprite Pet Bottle 60cl X 12,106,Drinks,Beverages,5039,Sprite,25,NIGERIAN BOTTLING COMPANY
24210,SPRI50CLx6,Sprite Pet Bottle 50cl X,106,Drinks,Beverages,5039,Sprite,25,NIGERIAN BOTTLING COMPANY
23989,SPRITE35CL,Sprite Pet Bottle 35cl X 12,106,Drinks,Beverages,5039,Sprite,25,NIGERIAN BOTTLING COMPANY
22442,SPB1L,Sprite Pet Bottle 1l X 12,106,Drinks,Beverages,5039,Sprite,25,NIGERIAN BOTTLING COMPANY
21935,SPRI50CL,Sprite Pet Bottle 50cl X 12,106,Drinks,Beverages,5039,Sprite,25,NIGERIAN BOTTLING COMPANY
23395,SPRIZPB60CL,Sprite Zero Pet Bottle 60cl X 12,106,Drinks,Beverages,5039,Sprite,25,NIGERIAN BOTTLING COMPANY
44289,CASTLELB660ML,Castle Lite Beer Bottle 660ml  X 12,106,Drinks,Beverages,5040,Trophy,12,INTERNATIONAL BREWERIES PLC
44291,TROPHEXTST60CL,Trophy Extra Stout Bottle 60cl X 12,106,Drinks,Beverages,5040,Trophy,12,INTERNATIONAL BREWERIES PLC
22426,TRPHYCAN500ML,Trophy Can 500ml X 24,106,Drinks,Beverages,5040,Trophy,12,INTERNATIONAL BREWERIES PLC
23419,TBLIQCNT60CL,Trophy Beer Liquid Content 60cl X 12,106,Drinks,Beverages,5040,Trophy,12,INTERNATIONAL BREWERIES PLC
23966,TB60CLBTC,Trophy Beer 60cl X 12 (bottle + Crate),106,Drinks,Beverages,5040,Trophy,12,INTERNATIONAL BREWERIES PLC
37763,TRPHYBTL600ML,Trophy Bottle 600ml  X 24,106,Drinks,Beverages,5040,Trophy,12,INTERNATIONAL BREWERIES PLC
31167,TRPHYSTCAN440ML,Trophy Stout Can 440ml X 24,106,Drinks,Beverages,5040,Trophy,12,INTERNATIONAL BREWERIES PLC
25859,TRPHYCAN500MLX6,Trophy Can 500ml X,106,Drinks,Beverages,5040,Trophy,12,INTERNATIONAL BREWERIES PLC
22449,MEDC44CL,Monster Energy Drink Can 44cl X 24,106,Drinks,Beverages,5041,Monster,25,NIGERIAN BOTTLING COMPANY
24255,MEDC44CLx12,Monster Energy Drink Can 44cl X 12,106,Drinks,Beverages,5041,Monster,25,NIGERIAN BOTTLING COMPANY
42677,MEDCU440ML,Monster Energy Drink (ultra) Can 440ml  X 24,106,Drinks,Beverages,5041,Monster,25,NIGERIAN BOTTLING COMPANY
22281,MCBEEF4G,Mr Chef Beef Cubes 4g X 100 X 20,117,Seasoning cubes & Spices,Food,5042,Mr Chef,54,SWEET NUTRITION LIMITED
25735,MCCHICB4G,Mr Chef Chicken Cubes 4g X 20 X 100,117,Seasoning cubes & Spices,Food,5042,Mr Chef,54,SWEET NUTRITION LIMITED
25679,MCHEF250Gx40,Mr Chef Salt 250g X 40,131,Salt,Commodities,5042,Mr Chef,115,ROYAL SALT LTD 
25680,MCHEF500Gx20,Mr Chef Salt 500g X 20,131,Salt,Commodities,5042,Mr Chef,115,ROYAL SALT LTD 
22067,MCHEF500G,Mr Chef Salt 500g X 40,131,Salt,Commodities,5042,Mr Chef,115,ROYAL SALT LTD 
22068,MCHEF1KG,Mr Chef Salt 1kg X 20,131,Salt,Commodities,5042,Mr Chef,115,ROYAL SALT LTD 
22415,MCHEF250G,Mr Chef Salt 250g X 80,131,Salt,Commodities,5042,Mr Chef,115,ROYAL SALT LTD 
44469,MCHEF250Gx20,Mr Chef Salt 250g X 20,131,Salt,Commodities,5042,Mr Chef,115,ROYAL SALT LTD 
44471,MCHEF500Gx10,Mr Chef Salt 500g X 10,131,Salt,Commodities,5042,Mr Chef,115,ROYAL SALT LTD 
44719,MCHEF1KGX5,Mr Chef Salt 1kg X 5,131,Salt,Commodities,5042,Mr Chef,115,ROYAL SALT LTD 
25570,NASC30Gx6,1 Roll Nasco Cornflakes Sachet 30g X,102,Bundle & Rolls,Bundles,5043,NASCO,56,NASCO GROUP
25564,NASC55G,Nasco Cornflakes Sachet 55g X 36.,103,Cereal & Breakfast,Food,5043,NASCO,56,NASCO GROUP
25108,NASC30G36,Nasco Cornflakes Sachet 30g X 36,103,Cereal & Breakfast,Food,5043,NASCO,56,NASCO GROUP
25076,NFBIS30G,Nasco Fancy Biscuits 30g  X 72,101,Biscuits & Sweets,Food,5043,NASCO,56,NASCO GROUP
25077,NASKOPOP32gx36,Nasco Koko  Pops  32g X 36,103,Cereal & Breakfast,Food,5043,NASCO,56,NASCO GROUP
22295,NASC30G,Nasco Cornflakes Sachet 30g X 48,103,Cereal & Breakfast,Food,5043,NASCO,56,NASCO GROUP
22296,NASC350G,Nasco Cornflakes Box 350g X 10,103,Cereal & Breakfast,Food,5043,NASCO,56,NASCO GROUP
22297,NASC500G,Nasco Cornflakes 500g X,103,Cereal & Breakfast,Food,5043,NASCO,56,NASCO GROUP
23420,NASKOPOP32G,Nasco Koko Pops 32g X 36,103,Cereal & Breakfast,Food,5043,NASCO,56,NASCO GROUP
23678,NASC30G72,Nasco Cornflakes Sachet 30g X 72,103,Cereal & Breakfast,Food,5043,NASCO,56,NASCO GROUP
23069,NFBIS55G,Nasco Fancy Biscuit 55g X 72,101,Biscuits & Sweets,Food,5043,NASCO,56,NASCO GROUP
25741,CFL045Gx8,1 Roll Kellogg's Corns Flakes Sachet 45g X,102,Bundle & Rolls,Bundles,5043,NASCO,56,NASCO GROUP
26054,NASC50G,Nasco Cornflakes Sachet 50g  X 36,103,Cereal & Breakfast,Food,5043,NASCO,56,NASCO GROUP
26055,NASKOPOP350G,Nasco Koko Pops 350g X 10,103,Cereal & Breakfast,Food,5043,NASCO,56,NASCO GROUP
26237,NASKOPOP28G,Nasco Koko Pops 28g  X 48,103,Cereal & Breakfast,Food,5043,NASCO,56,NASCO GROUP
26238,NASSHOTCK120G,Nasco Shortcake 120g X 36,101,Biscuits & Sweets,Food,5043,NASCO,56,NASCO GROUP
32570,NASC35G120,Nasco Cornflakes Sachet 35g X 120,103,Cereal & Breakfast,Food,5043,NASCO,56,NASCO GROUP
42988,NASC30G120,Nasco Cornflakes Sachet 30g X 120,103,Cereal & Breakfast,Food,5043,NASCO,56,NASCO GROUP
42842,NASC35G120PROMO,Nasco Cornflakes Sachet 35g X 120 + 6free Nasco Cornflake28g,103,Cereal & Breakfast,Food,5043,NASCO,56,NASCO GROUP
54433,NASCBAN30G,Nasco Cornflakes Banana Flavour Sachet 30g X 136 ,103,Cereal & Breakfast,Food,5043,NASCO,56,NASCO GROUP
54436,NASCSTRW30G,Nasco Cornflakes Strawberry Flavour Sachet 30g X 136 ,103,Cereal & Breakfast,Food,5043,NASCO,56,NASCO GROUP
44169,NASC30G120PROMO,Nasco Cornflakes Sachet 30g X 120 +3free Nasco Cornflkes Pck X 1,103,Cereal & Breakfast,Food,5043,NASCO,56,NASCO GROUP
43455,NASFCC25G,Nasco Fancy Kornish 25g X 88,118,Snacks and Chin Chin,Food,5043,NASCO,56,NASCO GROUP
43297,CWBLCHOC22GX200,Cowbell Chocolate  Sachet 22g X 10 X 20,110,Hot Chocolate Drinks,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
44171,CWBLCFF25G220,Cowbell Coffee Milk Sachet 25g X 200 +20 Free,104,Coffee & Tea,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
44173,CWBLCHOC22GX220,Cowbell Chocolate  Sachet 22g X 10 X 20 + 20 Free,110,Hot Chocolate Drinks,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
23705,CWBLSTRAWB15G,Cowbell Strawberry Sachet 15g X 150,111,Milk & Dairy,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
23397,CWBL320G,Cowbell Milk Sachet 320g X 12,111,Milk & Dairy,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
23399,CWBLEVAP160G,Cowbell Evaporated 160g Tin X 24,111,Milk & Dairy,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
22743,CWBLCFF20G,Cowbell Coffee Milk Sachet 20g X 250,104,Coffee & Tea,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
22430,CWBL12G,Cowbell Milk Sachet 12g X 250,111,Milk & Dairy,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
22431,CWBLCFF25G,Cowbell Coffee Milk Sachet 25g X 250,104,Coffee & Tea,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
26690,CWBLCFF25G100BB,Cowbell Coffee Milk Sachet 25g X 100,104,Coffee & Tea,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
30432,CWBL12GX200,Cowbell Milk Sachet 12g X 200,111,Milk & Dairy,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
26760,CWBLCHOC450G,Cowbell Chocolate Sachet 450g  X 12,110,Hot Chocolate Drinks,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
30299,CWBLCHOC22.5GX200,Cowbell Chocolate  Sachet 22.5g X 10 X  20,110,Hot Chocolate Drinks,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
42877,CWBL12GX200PROMO,Cowbell Milk Sachet 12g X 200 + 20 Free,111,Milk & Dairy,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
25578,CWBL12Gx10,Cowbell Milk Sachet 12g X 10,111,Milk & Dairy,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
25579,CWBLEVAP160Gx6,Cowbell Evaporated 160g Tin X,111,Milk & Dairy,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
25538,CWBL800G,Cowbell 800g Pouch X 12,111,Milk & Dairy,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
26152,CWBL320GX6,Cowbell Milk Sachet 320g X,111,Milk & Dairy,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
26153,CWBLCHOC550GX6,Cowbell Chocolate Sachet 550g X,110,Hot Chocolate Drinks,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
26169,CWBLCHOC450G+50g,Cowbell Chocolate Sachet 450g  X 12 + 50g Free,110,Hot Chocolate Drinks,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
26275,CWBREFILL800GX6,Cowbell Refill 800g X,111,Milk & Dairy,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
26161,CWBLEVAP150G,Cowbell Evaporated 150g Tin  X 24,111,Milk & Dairy,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
24069,CWBLEVAP380G,Cowbell Evaporated 380g Tin X 12,111,Milk & Dairy,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
24070,CWBLEVAP400G,Cowbell Powdered 400g Tin X 12,111,Milk & Dairy,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
25571,CWBLCHOC22.5Gx10,1 Roll Cowbell Chocolate  Sachet 22.5g X 10,102,Bundle & Rolls,Bundles,5044,Cowbell,26,PROMASIDOR HOLDINGS
25572,CWBLSTRAWB15Gx10,1 Roll Cowbell Strawberry Sachet 15g X 10,102,Bundle & Rolls,Bundles,5044,Cowbell,26,PROMASIDOR HOLDINGS
22437,CWBLCHOC22.5G,Cowbell Chocolate  Sachet 22.5g X 250,110,Hot Chocolate Drinks,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
25000,CWBLSTRAWB15Gx75,Cowbell Strawberry Sachet 15g X 75,111,Milk & Dairy,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
24130,CWBLCFF25G200,Cowbell Coffee Milk Sachet 25g X 200,104,Coffee & Tea,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
24131,CWBLCHOC22.5GSTP,Cowbell Chocolate Sachet 22.5g X 200 + 1 Stp 30g,110,Hot Chocolate Drinks,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
24226,CWBLCHOC22.5Gx125,Cowbell Chocolate Sachet 22.5g X 125,110,Hot Chocolate Drinks,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
24228,CWBLCFF25Gx125,Cowbell Coffee Milk Sachet 25g X 125,104,Coffee & Tea,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
24229,CWBLEVAP160Gx12,Cowbell Evaporated 160g Tin X 12,111,Milk & Dairy,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
24230,CWBL12Gx125,Cowbell Milk Sachet 12g X 125,111,Milk & Dairy,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
23995,CWBLCHOC550G,Cowbell Chocolate Sachet 550g X 12,110,Hot Chocolate Drinks,Food,5044,Cowbell,26,PROMASIDOR HOLDINGS
44933,BUAMAIZE50KG,Bua Maize 50kg  X 1,124,Flour,Commodities,5045,BUA,20,BUA GROUP
22271,BUASLIMSPAG500G,Bua Slim Spaghetti 500 X 20,130,Pasta,Food,5045,BUA,20,BUA GROUP
22272,BUATWSTCVTTO500G,Bua Twist Cavatto 500g X 20,130,Pasta,Food,5045,BUA,20,BUA GROUP
22273,BUASGR50KG,Bua Sugar 50kg X,132,Sugar,Commodities,5045,BUA,20,BUA GROUP
42483,BUAFLOUR50KG,Bua Flour 50kg  X 1,124,Flour,Commodities,5045,BUA,20,BUA GROUP
54204,SKITFRU45GX36,Skittles Fruits 45g X 36,101,Biscuits & Sweets,Food,5046,cadbury,19,CADBURY
54207,CEO130GX12,Cadbury Eclairs Original 130g X 12,101,Biscuits & Sweets,Food,5046,cadbury,19,CADBURY
54210,CDMC180GX17,Cadbury Dairy Milk Chocolate Bar 180g X 17,101,Biscuits & Sweets,Food,5046,cadbury,19,CADBURY
54213,CDMFNCB45GX48,Cadbury Dairy Milk Fruit & Nuts Chocolate Bar 45g X 48,101,Biscuits & Sweets,Food,5046,cadbury,19,CADBURY
54216,CDMWNCB45GX48,Cadbury Dairy Milk Wholenut Chocolate Bar 45g X 48,101,Biscuits & Sweets,Food,5046,cadbury,19,CADBURY
42459,HOLFULCREM14GX10,Hollandia Full Cream Milk Powder 14g  X 1 Roll,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
32492,UHTHOLLANDMILK1LTR,Hollandia Uht Full Cream Milk 3.5% 1 Ltr X 10,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
30824,CHYPSW1LTRX5,Hollandia Yoghurt Plain Sweetened 1l X,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
22866,HYPSWSAC90ML,Hollandia Yoghurt Plain Sweetened Sachet 90ml X 24,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
22867,HYSTRAW90ML,Hollandia Yoghurt Strawberry Sachet 90ml X 24,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
22494,HOLMKEVAP60G,Hollandia Full Cream Evaporated Milk 60g X 48,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
22495,HOLMKEVAP190G,Hollandia Full Cream Evaporated Milk 190g X 24,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
22496,HOLMKEVAP120G,Hollandia Full Cream Evaporated Milk 120g X 24,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
23326,HOLMKEVAP50G,Hollandia Full Cream Evaporated Milk 50g X 48,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
31144,HOLFULCREM14G,Hollandia Full Cream Milk Powder 14g  X 210,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
26698,HOLMKEVAP50GX24BB,Hollandia Full Cream Evaporated Milk 50g X 24,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
23061,HYGSBY500ML,Hollandia Yoghurt Strawberry 500ml X 10,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
23062,HYGSBY315ML,Hollandia Yoghurt Strawberry 315ml X 12,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
23079,CHYPSW100ML,Hollandia Yoghurt Plain Sweetened 100ml X 24pcs,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
23080,CHYST100ML,Yoghurt Strawberry 100ml X 24pcs,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
23081,CHYPSW315ML,Hollandia Yoghurt Plain Sweetened 315ml X 12pcs,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
23091,CHHZ1LTR,Hollandia Zero 1ltr X 10pcs,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
23087,CHYPSW500ML,Hollandia Yoghurt Plain Sweetened 500ml X 10pcs,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
23088,CHYST1LTR,Yoghurt Strawberry 1ltr X 10pcs,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
23089,CHYPSW1LTR,Hollandia Yoghurt Plain Sweetened 1ltr X 10pcs,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
23084,CHYST180ML,Yoghurt Strawberry 180ml X 24pcs,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
23085,CHYPSW180ML,Hollandia Yoghurt Plain Sweetened 180ml X 24pcs,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
23984,HYGSBY180ML,Hollandia Yoghurt Strawberry 180ml X 24,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
23985,HYGSBY1LTR,Hollandia Yoghurt Strawberry 1ltr X 10,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
24242,HOLMKEVAP120Gx12,Hollandia Full Cream Evaporated Milk 120g X 12,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
24243,HOLMKEVAP190Gx20,Hollandia Full Cream Evaporated Milk 190g X 12,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
25400,PRHFEV50G,Promo Hf Evap Milk 50g X48,115,Promo,Promo,5047,Hollandia,21,CHI LIMITED
25154,HOLMS60KG,Hollandia Milk Slim 60gx48,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
25155,HOLMS120KG,Hollandia Milk Slim 120gx24,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
25156,HOLMS190KG,Hollandia Milk Slim 190gx24,111,Milk & Dairy,Food,5047,Hollandia,21,CHI LIMITED
45647,HOLLASWT90ML,Hollandia Yoghurt Plain Sweetened 90ml  X 24,106,Drinks,Beverages,5047,Hollandia,21,CHI LIMITED
25375,DANSEMO10KG,Dangote Semolina 10kg X,153,Swallow,Commodities,5048,Dangote,27,CROWN FLOUR MILL LIMITED
25376,DANSEMO5KG,Dangote Semolina 5kg X,153,Swallow,Commodities,5048,Dangote,27,CROWN FLOUR MILL LIMITED
26158,DANG1KGX5,Dangote Sugar 1kg X,132,Sugar,Commodities,5048,Dangote,29,DANGOTE INDUSTRIES LIMITED
25261,DANSCUBE4G,Dangote Seasoning Cube 4g X 100 X 20,117,Seasoning cubes & Spices,Food,5048,Dangote,29,DANGOTE INDUSTRIES LIMITED
24161,DANGSLT500G,Dangote Salt 500g X 40,131,Salt,Commodities,5048,Dangote,29,DANGOTE INDUSTRIES LIMITED
24162,DANGSLT250G,Dangote Salt 250g X 80,131,Salt,Commodities,5048,Dangote,29,DANGOTE INDUSTRIES LIMITED
24163,DANGSLT1KG,Dangote Salt 1kg X 20 ,131,Salt,Commodities,5048,Dangote,29,DANGOTE INDUSTRIES LIMITED
24014,DANGSLT50KG,Dangote Salt 50kg X,131,Salt,Commodities,5048,Dangote,29,DANGOTE INDUSTRIES LIMITED
23410,DANG1KG,Dangote Sugar 1kg X 10,132,Sugar,Commodities,5048,Dangote,29,DANGOTE INDUSTRIES LIMITED
22016,DANG250G,Dangote Sugar 250g X 40,132,Sugar,Commodities,5048,Dangote,29,DANGOTE INDUSTRIES LIMITED
30682,SONCHKFLT60G,Sonia Chicken Flavoured Tomato 60g X 50,105,Condiments,Food,5049,Sonia,62,SONIA FOODS INDUSTRIES LIMITED
25742,SONTOPASAC210Gx24,Sonia Tomato Paste Sachet 210g X 24,105,Condiments,Food,5049,Sonia,62,SONIA FOODS INDUSTRIES LIMITED
25743,SONTOPASAC400Gx24,Sonia Tomato Paste Sachet 400g X 24,105,Condiments,Food,5049,Sonia,62,SONIA FOODS INDUSTRIES LIMITED
25700,SONTYM3G,Sonia Thyme Sachet 3g X 200,117,Seasoning cubes & Spices,Food,5049,Sonia,62,SONIA FOODS INDUSTRIES LIMITED
25701,SONRDCHIL5G,Sonia Red Chilli Powder Sachet 5g X 200,117,Seasoning cubes & Spices,Food,5049,Sonia,62,SONIA FOODS INDUSTRIES LIMITED
25842,SONCURYP10G,Sonia Curry Powder 10g X 220,117,Seasoning cubes & Spices,Food,5049,Sonia,62,SONIA FOODS INDUSTRIES LIMITED
25800,SONCHKFLT65G,Sonia Chicken Flavoured Tomato  65g X 50,105,Condiments,Food,5049,Sonia,62,SONIA FOODS INDUSTRIES LIMITED
30771,SONTOMSAC60G,Sonia Tomato Mix 60g X 50,105,Condiments,Food,5049,Sonia,62,SONIA FOODS INDUSTRIES LIMITED
37680,SONTOPASAC21.1KG,Sonia Tomato Paste Sachet 1.1kg X 12,105,Condiments,Food,5049,Sonia,62,SONIA FOODS INDUSTRIES LIMITED
33189,SONTOPASTN210GX48,Sonia Tomato Paste Tin 210g X 48,105,Condiments,Food,5049,Sonia,62,SONIA FOODS INDUSTRIES LIMITED
22680,SONTOPASAC70G,Sonia Tomato Paste Sachet 70g X 50,117,Seasoning cubes & Spices,Food,5049,Sonia,62,SONIA FOODS INDUSTRIES LIMITED
22681,SONTOPASTN210G,Sonia Tomato Paste Tin 210g X 24,117,Seasoning cubes & Spices,Food,5049,Sonia,62,SONIA FOODS INDUSTRIES LIMITED
22682,SONTOPASTN400G,Sonia Tomato Paste Tin 400g X 24,117,Seasoning cubes & Spices,Food,5049,Sonia,62,SONIA FOODS INDUSTRIES LIMITED
24916,SONTOPASTN2200G,Sonia Tomato Paste Tin 2200g X,117,Seasoning cubes & Spices,Food,5049,Sonia,62,SONIA FOODS INDUSTRIES LIMITED
25691,SONCHK65G,Sonia Chicken Mix Sachet 65g,117,Seasoning cubes & Spices,Food,5049,Sonia,62,SONIA FOODS INDUSTRIES LIMITED
25692,SONCURY4G,Sonia Curry Powder Sachet 4g,117,Seasoning cubes & Spices,Food,5049,Sonia,62,SONIA FOODS INDUSTRIES LIMITED
25213,SONTOMSAC65G,Sonia Tomato Mix 65g × 50,105,Condiments,Food,5049,Sonia,62,SONIA FOODS INDUSTRIES LIMITED
25214,SONPOS65G,Sonia Peppe & Onion 65g × 50,105,Condiments,Food,5049,Sonia,62,SONIA FOODS INDUSTRIES LIMITED
26639,SONPOS60G,Sonia Peppe & Onions 60g X 50,105,Condiments,Food,5049,Sonia,269,BLUME
45249,SONCHK50G,Sonia Chicken Flavour Mix Sachet 50g X 50 ,117,Seasoning cubes & Spices,Food,5049,Sonia,269,BLUME
45193,SONPOS60G50,Sonia Peppe & Onions 60g X 50 ,117,Seasoning cubes & Spices,Food,5049,Sonia,269,BLUME
45195,SONTOMSAC60,Sonia Tomato Mix 60g X 50 ,117,Seasoning cubes & Spices,Food,5049,Sonia,269,BLUME
44796,SONCHK60G,Sonia Chicken Flavour Mix Sachet 60g X 50,105,Condiments,Food,5049,Sonia,269,BLUME
44755,SONTOMSAC50G,Sonia Tomato Mix 50g  X 50,105,Condiments,Food,5049,Sonia,269,BLUME
44757,SONPOS50G,Sonia Peppe & Onions 50g  X 50,105,Condiments,Food,5049,Sonia,269,BLUME
44709,SONPOS55G,Sonia Peppe & Onions 55g X 50,105,Condiments,Food,5049,Sonia,269,BLUME
44711,SONTOMSAC55G,Sonia Tomato Mix 55g X 50,105,Condiments,Food,5049,Sonia,269,BLUME
23372,ALWUND16S,Always Ultra Normal Duo (pink) 16s X,114,Personal Care & Beauty,HC+PC,5050,Always,8,PROCTER & GAMBLE
45483,A3IN1MTD8X14,Always 3 In 1 Maxi Thick Long Double Regular 8 X 14,114,Personal Care & Beauty,HC+PC,5050,Always,8,PROCTER & GAMBLE
22663,ALWULNORSNG8S,Always Ultra Normal Single (pink) 8s X 16,114,Personal Care & Beauty,HC+PC,5050,Always,8,PROCTER & GAMBLE
22664,ALWULNORDUO16S,Always Ultra Normal Duo (pink) 16s X 16,114,Personal Care & Beauty,HC+PC,5050,Always,8,PROCTER & GAMBLE
22665,ALWULSUPSGL7S,Always Ultra Super Single (blue) 7s X 16,114,Personal Care & Beauty,HC+PC,5050,Always,8,PROCTER & GAMBLE
22666,ALWULSUPDUO14S,Always Ultra Super Duo (blue) 14s X,114,Personal Care & Beauty,HC+PC,5050,Always,8,PROCTER & GAMBLE
45182,AMSTCA33cl,Amstel Malt Can 24 * 33cl ,106,Drinks,Beverages,5051,Amstel Malta,2,NIGERIAN BREWERIES PLC
45330,AMSTELMACAN33CL12,Amstel Malta 12 X 1 33cl Full Can Tray,106,Drinks,Beverages,5051,Amstel Malta,2,NIGERIAN BREWERIES PLC
24123,AMSTMAULTC33clx12,Amstel Malta Ultra Can 33cl X 12,106,Drinks,Beverages,5051,Amstel Malta,2,NIGERIAN BREWERIES PLC
23012,AMSTELMACAN33CL,Amstel Malta  24 X 1 33cl Full Can Tray,106,Drinks,Beverages,5051,Amstel Malta,2,NIGERIAN BREWERIES PLC
23013,AMSTELMAPET33CL,Amstel Malta 12 X 33cl Pet,106,Drinks,Beverages,5051,Amstel Malta,2,NIGERIAN BREWERIES PLC
22671,AMSTMAULTC33CL,Amstel Malta Ultra Can 33cl X 24,106,Drinks,Beverages,5051,Amstel Malta,2,NIGERIAN BREWERIES PLC
22836,ABSPAG500G,Auntie B Spaghetti 500g X 20,130,Pasta,Food,5052,Auntie B,9,FLOUR MILLS OF NIGERIA PLC
22837,ABSLMSPAG500G,Auntie B Slim Spaghetti 500g X 20,130,Pasta,Food,5052,Auntie B,9,FLOUR MILLS OF NIGERIA PLC
