Week,CustomerID,SKUID,SKUCODE,OrderCount,OrderFreqDays,OrderQty,OrderValue,LastDeliveryDate
19,5303582,21031,CWS012C,1,1,1,29800,2025-05-10
14,5319022,19679,IOC001,2,2,6,61800,2025-04-04
19,5224720,25198,CHECUS45G,2,2,2,27300,2025-05-08
20,5309255,44792,IRC001P2,1,1,10,95000,2025-05-12
20,5302979,44792,IRC001P2,1,1,2,18800,2025-05-15
21,5226998,22458,GPSEMO10KG,2,2,2,29000,2025-05-24
15,5240812,23029,GPNODGMP70G,1,1,10,77000,2025-04-08
16,5386377,53421,VOS11040P3,1,1,1,18800,2025-04-19
14,5387314,22018,GPSPAG500G,1,1,3,56535,2025-04-06
20,5376313,54349,GPNODGMP70GPFO,1,1,5,39650,2025-05-16
22,5248248,54304,IRC001P2HW,1,1,1,9500,2025-05-27
14,2190256,22026,MIMEE_RC070,1,1,5,40000,2025-04-03
15,5319221,53418,VOS4596P8,1,1,3,55500,2025-04-08
20,5170073,44792,IRC001P2,1,1,2,18800,2025-05-15
18,3857734,22026,MIMEE_RC070,1,1,4,32000,2025-04-30
15,1854644,22016,DANG250G,1,1,3,55350,2025-04-07
22,5327077,54471,GPNOOD70GPFO,2,1,2,15400,2025-05-27
19,5269307,19677,IBP280,1,1,1,13600,2025-05-08
17,5266924,22018,GPSPAG500G,1,1,5,94900,2025-04-24
21,5334952,22026,MIMEE_RC070,1,1,10,80000,2025-05-21
19,5437958,22065,GPSPAGTINI500G,1,1,1,18845,2025-05-07
20,5317813,22026,MIMEE_RC070,1,1,86,688000,2025-05-16
22,5264748,22989,VES002,1,1,1,39600,2025-05-26
22,5195050,19687,IRC180,2,2,8,106400,2025-05-29
20,5435354,22026,MIMEE_RC070,1,1,5,40000,2025-05-17
18,4598601,54346,GPJCNOOD70GPFO,1,1,3,24510,2025-05-02
16,2510307,22018,GPSPAG500G,1,1,1,18845,2025-04-15
18,3052638,22688,CHINSCHNOD70G,1,1,10,79000,2025-05-01
20,5388006,22028,MIMEE_RC100,1,1,1,10300,2025-05-13
16,4526064,22670,MALTICAN33CL,1,1,1,12350,2025-04-20
16,2503140,22670,MALTICAN33CL,1,1,2,25000,2025-04-18
20,5294515,19679,IOC001,1,1,2,20600,2025-05-16
16,5244147,46273,GPSEMO25kGX4,1,1,2,30000,2025-04-14
17,5141217,44792,IRC001P2,1,1,1,9500,2025-04-26
15,5191652,22836,ABSPAG500G,1,1,4,65212,2025-04-12
19,5238851,22067,MCHEF500G,1,1,2,16640,2025-05-10
22,5283588,44794,ISP001P2,1,1,5,73000,2025-05-26
21,5136256,54349,GPNODGMP70GPFO,1,1,3,23790,2025-05-20
17,2974720,22065,GPSPAGTINI500G,4,4,12,226140,2025-04-25
15,4524707,22989,VES002,1,1,1,39600,2025-04-07
17,3892731,22065,GPSPAGTINI500G,1,1,6,113070,2025-04-25
19,3786763,22028,MIMEE_RC100,1,1,10,103000,2025-05-09
19,5157399,20873,PPP003,1,1,2,30000,2025-05-10
17,3781674,44794,ISP001P2,1,1,1,14600,2025-04-23
14,5247788,19687,IRC180,1,1,4,53200,2025-04-02
20,3807586,22299,GPSEMO500G,1,1,1,14700,2025-05-14
17,5168292,22065,GPSPAGTINI500G,1,1,3,56535,2025-04-25
14,5304774,37700,GPADBCRL45G,1,1,1,19000,2025-04-05
21,4844907,22018,GPSPAG500G,2,2,2,38300,2025-05-22
16,5252951,44521,VTTPMX50G,1,1,1,5500,2025-04-16
21,5144903,45084,HHS075IN112,1,1,1,8000,2025-05-20
21,5350728,22670,MALTICAN33CL,1,1,1,13060,2025-05-22
22,5384266,44792,IRC001P2,1,1,1,9400,2025-05-29
14,5259335,44521,VTTPMX50G,1,1,1,5500,2025-04-01
22,5218265,54346,GPJCNOOD70GPFO,1,1,33,254100,2025-05-28
20,5231032,44794,ISP001P2,1,1,3,43800,2025-05-16
21,5321394,22018,GPSPAG500G,1,1,10,192500,2025-05-19
14,5130317,22026,MIMEE_RC070,1,1,1,8000,2025-04-02
19,5174230,22415,MCHEF250G,1,1,1,8650,2025-05-10
21,5320854,54349,GPNODGMP70GPFO,1,1,2,15860,2025-05-22
19,5278707,22026,MIMEE_RC070,2,2,17,136000,2025-05-09
14,3031424,53418,VOS4596P8,1,1,2,37000,2025-04-01
18,5315254,21031,CWS012C,1,1,1,29800,2025-05-01
21,5387038,53418,VOS4596P8,1,1,1,18500,2025-05-23
15,5221349,22462,GPJCNOOD70G,1,1,4,30800,2025-04-07
15,5333168,30791,VOS11040,1,1,2,37600,2025-04-11
21,5440642,22018,GPSPAG500G,2,2,20,381000,2025-05-24
22,3916211,22028,MIMEE_RC100,2,1,20,206000,2025-05-28
21,5281085,54471,GPNOOD70GPFO,1,1,15,118950,2025-05-21
21,4443234,21031,CWS012C,1,1,2,59600,2025-05-19
21,5272396,22670,MALTICAN33CL,1,1,1,13060,2025-05-22
17,5324182,22065,GPSPAGTINI500G,1,1,1,18845,2025-04-26
16,5332026,53326,KIVO12GX220,1,1,1,15265,2025-04-15
14,1872596,22068,MCHEF1KG,1,1,2,16200,2025-04-04
20,5316955,22466,GPSPRD15G,1,1,2,23370,2025-05-16
14,5232217,22298,GPNOOD70G,1,1,1,7700,2025-04-03
16,5244190,44794,ISP001P2,1,1,3,44100,2025-04-18
19,5325447,54349,GPNODGMP70GPFO,2,1,40,317200,2025-05-09
14,5351596,45084,HHS075IN112,1,1,2,16000,2025-04-04
21,5292198,44792,IRC001P2,1,1,5,47000,2025-05-22
19,5139339,22018,GPSPAG500G,1,1,1,18845,2025-05-06
18,5296969,54349,GPNODGMP70GPFO,1,1,5,40850,2025-05-01
21,5250605,43238,CMS040,1,1,1,16000,2025-05-23
18,5267855,53418,VOS4596P8,1,1,1,18500,2025-05-04
15,4805578,22836,ABSPAG500G,1,1,1,16303,2025-04-11
16,4300064,22026,MIMEE_RC070,1,1,11,88000,2025-04-20
15,5301602,44792,IRC001P2,1,1,9,85500,2025-04-10
18,2305968,22028,MIMEE_RC100,2,2,11,113300,2025-05-04
18,5295446,23702,THRCRWNEVP150G,2,2,2,29280,2025-05-02
15,5270923,45084,HHS075IN112,1,1,5,40000,2025-04-13
19,1797744,44386,VIVPDETPW80G,1,1,3,24690,2025-05-07
20,3046408,44400,CWS320,1,1,1,32800,2025-05-14
19,5324427,53418,VOS4596P8,1,1,1,18500,2025-05-07
21,4518114,44794,ISP001P2,1,1,2,29200,2025-05-20
14,3800833,23029,GPNODGMP70G,1,1,5,38500,2025-04-03
15,5324913,22018,GPSPAG500G,1,1,10,189000,2025-04-12
17,1794300,21031,CWS012C,1,1,2,59600,2025-04-25
14,5316983,22836,ABSPAG500G,1,1,2,32606,2025-04-05
15,5292264,22018,GPSPAG500G,1,1,1,18980,2025-04-10
20,5251754,23655,MKSPAG500G,3,2,49,744800,2025-05-16
18,5254121,44659,VTCHCKTP50G,1,1,20,105600,2025-05-03
20,4784795,54349,GPNODGMP70GPFO,1,1,3,23790,2025-05-14
15,5390214,22028,MIMEE_RC100,1,1,10,103000,2025-04-12
22,1814582,22026,MIMEE_RC070,1,1,10,78000,2025-05-28
21,5307409,19687,IRC180,1,1,3,39600,2025-05-22
15,2827484,44400,CWS320,1,1,1,32800,2025-04-09
18,5172974,45084,HHS075IN112,1,1,3,24000,2025-05-04
20,2355695,19679,IOC001,1,1,2,20600,2025-05-13
14,2254823,22465,GPSGR1KG,1,1,1,18640,2025-04-02
16,5303801,22688,CHINSCHNOD70G,1,1,10,81600,2025-04-14
18,5374545,22028,MIMEE_RC100,1,1,2,20600,2025-05-01
14,4586952,22298,GPNOOD70G,2,2,3,23100,2025-04-05
19,5325816,44792,IRC001P2,2,1,20,190000,2025-05-11
14,4561656,22836,ABSPAG500G,2,2,2,32606,2025-04-05
21,2009952,44794,ISP001P2,2,2,10,145000,2025-05-24
14,4269426,22068,MCHEF1KG,1,1,1,8060,2025-04-02
18,5396373,19687,IRC180,1,1,4,53200,2025-04-29
15,5324619,22836,ABSPAG500G,1,1,1,16303,2025-04-11
16,1979922,22067,MCHEF500G,1,1,4,33400,2025-04-19
14,4952455,22485,CPSPAG500G,1,1,1,19290,2025-04-03
14,1826323,30525,CCV45GPx96P,1,1,1,11600,2025-04-05
14,5387314,22065,GPSPAGTINI500G,1,1,5,94225,2025-04-06
16,5428959,45899,CPL25GX120P8,1,1,1,19700,2025-04-20
18,5229242,44794,ISP001P2,1,1,2,29400,2025-05-01
18,5316193,22299,GPSEMO500G,1,1,3,45000,2025-05-03
21,5264392,22067,MCHEF500G,1,1,1,8320,2025-05-23
16,3958428,22028,MIMEE_RC100,1,1,5,51500,2025-04-18
18,5316888,22065,GPSPAGTINI500G,1,1,2,37690,2025-05-02
19,5415349,44545,GINJUBTO50G,1,1,1,6000,2025-05-08
16,4291335,44794,ISP001P2,1,1,1,14600,2025-04-15
15,5398922,44663,CWS012APKT140,1,1,5,82500,2025-04-08
20,3898660,22067,MCHEF500G,1,1,1,8320,2025-05-15
18,1979922,53418,VOS4596P8,1,1,8,148000,2025-04-28
16,1788290,45899,CPL25GX120P8,1,1,2,39700,2025-04-19
17,4911756,23029,GPNODGMP70G,2,2,4,30800,2025-04-25
15,5326538,44794,ISP001P2,1,1,6,87600,2025-04-08
18,4023942,22066,DANG500G,1,1,1,18425,2025-05-02
15,5324937,44794,ISP001P2,1,1,2,29200,2025-04-07
16,5359215,53418,VOS4596P8,1,1,2,37000,2025-04-15
21,1797870,44794,ISP001P2,1,1,2,29200,2025-05-21
18,4970462,53418,VOS4596P8,1,1,1,18500,2025-05-02
19,3961103,22026,MIMEE_RC070,2,2,6,48000,2025-05-07
19,4476988,42988,NASC30G120,1,1,2,36600,2025-05-07
15,5279271,53418,VOS4596P8,1,1,1,18500,2025-04-10
16,4841478,22018,GPSPAG500G,1,1,1,18845,2025-04-18
18,5186247,44521,VTTPMX50G,1,1,2,11000,2025-04-28
18,5341647,44792,IRC001P2,1,1,5,47500,2025-05-01
20,5443453,22018,GPSPAG500G,1,1,1,18845,2025-05-14
15,5138570,44792,IRC001P2,1,1,2,19000,2025-04-08
17,4744733,23309,FEDCL50CL,1,1,10,47200,2025-04-22
15,1845856,44794,ISP001P2,1,1,3,43800,2025-04-12
14,5303101,22670,MALTICAN33CL,1,1,1,12497,2025-04-03
16,5299983,22018,GPSPAG500G,1,1,4,76600,2025-04-16
21,3056114,22067,MCHEF500G,2,2,5,41750,2025-05-25
16,5240703,22485,CPSPAG500G,1,1,1,19290,2025-04-14
20,4633755,19677,IBP280,1,1,2,27400,2025-05-15
17,1816418,22462,GPJCNOOD70G,1,1,3,23100,2025-04-22
20,5276872,44921,KIV0GARRIMIX3IN1,1,1,1,11580,2025-05-14
20,5232518,22026,MIMEE_RC070,1,1,1,8000,2025-05-14
17,1905994,44794,ISP001P2,1,1,2,29200,2025-04-24
20,5306387,43238,CMS040,1,1,2,32000,2025-05-15
18,5304820,21031,CWS012C,1,1,1,29800,2025-04-28
14,5116052,22067,MCHEF500G,1,1,1,8320,2025-04-05
15,5296305,44794,ISP001P2,1,1,3,43800,2025-04-09
15,5283588,23029,GPNODGMP70G,1,1,3,23100,2025-04-08
14,5247729,22018,GPSPAG500G,1,1,1,19320,2025-04-01
16,5135132,45390,PURBMLKCRWFS21G,1,1,1,6350,2025-04-19
18,1832558,45084,HHS075IN112,1,1,1,8000,2025-05-03
21,5156359,53421,VOS11040P3,1,1,2,37600,2025-05-19
20,5271528,22670,MALTICAN33CL,1,1,2,24600,2025-05-12
18,5246277,53418,VOS4596P8,1,1,3,55500,2025-04-28
18,5317406,22299,GPSEMO500G,1,1,2,30800,2025-05-02
19,5168710,44794,ISP001P2,1,1,1,14600,2025-05-07
15,2814725,44794,ISP001P2,1,1,5,73000,2025-04-10
14,5262937,22837,ABSLMSPAG500G,1,1,1,16000,2025-04-02
15,5191652,22018,GPSPAG500G,1,1,5,95750,2025-04-12
15,5305898,23029,GPNODGMP70G,1,1,5,38500,2025-04-09
17,5291682,30791,VOS11040,1,1,2,37600,2025-04-23
20,5330009,23655,MKSPAG500G,1,1,6,91200,2025-05-17
17,5130950,33063,CWS750,1,1,2,147000,2025-04-24
14,5355502,22026,MIMEE_RC070,1,1,1,8000,2025-04-05
14,5270083,24954,SUPSEM5KG,1,1,2,12400,2025-04-04
17,3904441,53418,VOS4596P8,1,1,1,18500,2025-04-26
16,5133777,22067,MCHEF500G,1,1,2,16640,2025-04-16
21,3961465,54349,GPNODGMP70GPFO,1,1,2,15860,2025-05-20
19,5299863,44539,GINPJFTSM50G,1,1,1,8200,2025-05-07
16,5358927,44659,VTCHCKTP50G,1,1,10,52800,2025-04-15
14,5325407,22018,GPSPAG500G,1,1,1,19321,2025-04-01
21,3046337,22028,MIMEE_RC100,1,1,4,41200,2025-05-20
22,4708599,54304,IRC001P2HW,2,1,15,142500,2025-05-26
15,2767679,22065,GPSPAGTINI500G,1,1,1,18845,2025-04-11
19,4794278,54349,GPNODGMP70GPFO,1,1,2,15860,2025-05-09
16,5155104,22028,MIMEE_RC100,1,1,2,20700,2025-04-18
21,3831442,45084,HHS075IN112,1,1,1,8000,2025-05-19
21,5330009,23143,FANT60CL,1,1,1,4530,2025-05-23
20,4021546,23655,MKSPAG500G,1,1,2,30400,2025-05-16
21,5301327,19687,IRC180,1,1,8,105600,2025-05-23
19,4591382,22473,HWSEMO1KG,1,1,2,31560,2025-05-05
20,5324703,22018,GPSPAG500G,1,1,3,57750,2025-05-12
21,1793196,23703,PFILLEVAP150G,1,1,1,14640,2025-05-23
14,5329416,44713,TTDT55G,1,1,1,7500,2025-04-03
14,4131519,22462,GPJCNOOD70G,1,1,7,53900,2025-04-05
21,4246429,44521,VTTPMX50G,1,1,1,5610,2025-05-22
15,3890193,22016,DANG250G,1,1,1,18450,2025-04-09
17,2570587,22028,MIMEE_RC100,2,2,13,133900,2025-04-27
21,5435772,22298,GPNOOD70G,1,1,20,154000,2025-05-20
15,5372955,30525,CCV45GPx96P,1,1,2,23200,2025-04-10
15,5240812,44794,ISP001P2,1,1,3,44100,2025-04-12
19,4685165,44792,IRC001P2,1,1,25,237500,2025-05-10
21,5259903,22026,MIMEE_RC070,1,1,2,16000,2025-05-20
21,5343401,44384,VIVPDETPW170G,1,1,2,17480,2025-05-20
17,5240758,22836,ABSPAG500G,1,1,1,16303,2025-04-22
17,5300994,44794,ISP001P2,1,1,1,14600,2025-04-26
14,5309955,22065,GPSPAGTINI500G,1,1,1,18845,2025-04-03
15,2120566,44794,ISP001P2,1,1,5,73000,2025-04-08
19,3997649,22026,MIMEE_RC070,1,1,5,40000,2025-05-05
14,4741961,22465,GPSGR1KG,1,1,1,18023,2025-04-06
18,4984168,25198,CHECUS45G,1,1,1,14200,2025-05-03
20,4019676,53421,VOS11040P3,1,1,3,56400,2025-05-13
15,1815684,22462,GPJCNOOD70G,2,2,6,46200,2025-04-11
20,5424963,44792,IRC001P2,4,2,128,1203200,2025-05-16
19,2180554,53326,KIVO12GX220,1,1,1,15115,2025-05-10
14,5326593,53418,VOS4596P8,1,1,1,18500,2025-04-03
16,5130052,22026,MIMEE_RC070,1,1,21,168000,2025-04-18
21,1849487,44792,IRC001P2,1,1,2,18800,2025-05-22
14,4914893,23655,MKSPAG500G,1,1,2,30700,2025-04-05
18,5291111,53418,VOS4596P8,1,1,1,18500,2025-04-28
14,5277291,44794,ISP001P2,1,1,5,73500,2025-04-03
21,5325444,54346,GPJCNOOD70GPFO,1,1,6,47580,2025-05-19
19,5356816,22026,MIMEE_RC070,1,1,10,80000,2025-05-08
17,5386795,22065,GPSPAGTINI500G,1,1,2,37690,2025-04-24
15,5354452,22026,MIMEE_RC070,1,1,1,8000,2025-04-09
14,5305565,22670,MALTICAN33CL,1,1,1,13060,2025-04-03
16,4094772,44521,VTTPMX50G,1,1,1,5610,2025-04-19
16,5365495,22018,GPSPAG500G,1,1,4,76600,2025-04-18
21,5375033,44794,ISP001P2,1,1,3,43800,2025-05-22
16,5237709,21031,CWS012C,1,1,1,29800,2025-04-15
21,3879474,52626,MAMJOYFLR180G,1,1,1,7370,2025-05-23
15,5130315,22462,GPJCNOOD70G,1,1,5,38500,2025-04-11
21,5430399,22065,GPSPAGTINI500G,1,1,5,94225,2025-05-19
15,1958677,22018,GPSPAG500G,1,1,5,89760,2025-04-08
17,5241204,22018,GPSPAG500G,1,1,4,76600,2025-04-23
16,2434886,44794,ISP001P2,1,1,5,73000,2025-04-17
16,5339973,22016,DANG250G,1,1,2,36850,2025-04-19
18,5316718,22415,MCHEF250G,1,1,2,17300,2025-04-28
15,4572933,44792,IRC001P2,1,1,2,19000,2025-04-11
14,5182920,22028,MIMEE_RC100,1,1,5,51500,2025-04-06
20,5229509,22026,MIMEE_RC070,2,2,15,120000,2025-05-15
14,5278390,19687,IRC180,1,1,1,13300,2025-04-02
16,5092587,19677,IBP280,1,1,1,13600,2025-04-19
14,2855985,19677,IBP280,1,1,1,13600,2025-04-05
18,5328693,44792,IRC001P2,1,1,6,57000,2025-05-04
17,4516137,42507,VOS4596,2,2,6,102000,2025-04-24
15,5369615,21031,CWS012C,2,1,6,178800,2025-04-09
19,5300443,22463,GPSGR250G,1,1,1,18430,2025-05-09
17,5295305,22067,MCHEF500G,1,1,1,8320,2025-04-22
18,5368468,22028,MIMEE_RC100,1,1,3,30900,2025-04-29
16,5318802,43238,CMS040,1,1,5,80000,2025-04-15
14,5361429,44794,ISP001P2,1,1,2,29200,2025-04-02
14,5317582,44792,IRC001P2,1,1,5,47500,2025-04-05
20,5268069,22067,MCHEF500G,1,1,5,41600,2025-05-12
18,3856822,22670,MALTICAN33CL,1,1,1,13060,2025-04-28
19,5319357,23058,CCOKE60CL,1,1,2,9060,2025-05-07
15,5078086,22026,MIMEE_RC070,1,1,20,160000,2025-04-11
21,5167562,53418,VOS4596P8,1,1,1,18500,2025-05-25
16,5247184,44792,IRC001P2,1,1,1,9500,2025-04-19
14,4631433,22065,GPSPAGTINI500G,2,2,2,37690,2025-04-06
19,5264748,54346,GPJCNOOD70GPFO,1,1,2,16340,2025-05-06
19,5340777,22415,MCHEF250G,1,1,1,8640,2025-05-08
20,5301590,22026,MIMEE_RC070,1,1,5,40000,2025-05-15
14,5291063,44794,ISP001P2,2,1,4,58400,2025-04-05
18,4141451,21031,CWS012C,2,1,4,119200,2025-04-28
15,4019319,22026,MIMEE_RC070,1,1,20,160000,2025-04-10
18,5275262,22018,GPSPAG500G,1,1,1,18980,2025-05-01
14,4635245,21924,COKE50CL,1,1,1,4350,2025-03-31
15,5253258,22018,GPSPAG500G,1,1,4,76600,2025-04-12
19,5168229,44757,SONPOS50G,1,1,1,7000,2025-05-07
20,5157373,54349,GPNODGMP70GPFO,1,1,5,39650,2025-05-18
15,5246180,22018,GPSPAG500G,1,1,2,38300,2025-04-09
16,5238856,19677,IBP280,1,1,5,68000,2025-04-15
20,5304373,22026,MIMEE_RC070,1,1,10,80000,2025-05-15
19,5431909,22298,GPNOOD70G,4,2,114,877800,2025-05-09
18,1827445,19687,IRC180,1,1,1,13300,2025-04-30
16,1800228,19679,IOC001,1,1,5,51500,2025-04-15
13,3882355,44794,ISP001P2,1,1,1,14600,2025-03-30
14,5139417,22026,MIMEE_RC070,1,1,5,40000,2025-04-05
16,5384266,22382,LIP2IN12G,1,1,1,14320,2025-04-17
20,5206908,22989,VES002,1,1,1,39600,2025-05-15
14,5178706,19677,IBP280,1,1,1,13700,2025-04-05
14,5158591,43238,CMS040,1,1,3,48000,2025-04-05
17,1777765,22065,GPSPAGTINI500G,1,1,3,56535,2025-04-23
16,5152379,22018,GPSPAG500G,1,1,3,56940,2025-04-16
18,5416941,22415,MCHEF250G,1,1,2,17280,2025-05-02
17,5281911,22016,DANG250G,1,1,1,17500,2025-04-25
15,5342555,44794,ISP001P2,1,1,1,14600,2025-04-09
22,5323356,44792,IRC001P2,1,1,5,47000,2025-05-26
22,5433649,54349,GPNODGMP70GPFO,1,1,2,15400,2025-05-29
18,5316701,22026,MIMEE_RC070,1,1,1,8000,2025-05-02
16,5318383,19687,IRC180,1,1,1,13300,2025-04-16
20,1946742,22026,MIMEE_RC070,1,1,2,16000,2025-05-15
18,3905774,44792,IRC001P2,1,1,1,9500,2025-04-30
14,4987089,22028,MIMEE_RC100,1,1,5,51500,2025-04-03
14,5281647,22836,ABSPAG500G,1,1,3,48909,2025-04-03
14,5243950,44794,ISP001P2,1,1,5,73500,2025-04-05
18,1939678,19687,IRC180,1,1,1,13300,2025-04-29
15,1808906,44792,IRC001P2,1,1,5,47500,2025-04-07
20,5179490,23655,MKSPAG500G,1,1,5,76000,2025-05-13
21,5451135,45681,PEPSIRGB50CL,1,1,5,22750,2025-05-24
15,5156795,22067,MCHEF500G,1,1,1,8350,2025-04-09
15,5255107,45860,LAZOILSAC45ML,1,1,3,41400,2025-04-12
22,5377613,45653,VOB750ML,1,1,1,39350,2025-05-26
20,1946742,22028,MIMEE_RC100,1,1,4,41200,2025-05-15
14,4490967,19687,IRC180,1,1,3,39900,2025-04-02
17,4595620,22026,MIMEE_RC070,1,1,5,40000,2025-04-24
16,5385848,22068,MCHEF1KG,1,1,5,40500,2025-04-15
21,2001811,21031,CWS012C,1,1,1,29800,2025-05-20
15,5144046,44792,IRC001P2,1,1,4,38000,2025-04-10
14,5278571,43238,CMS040,1,1,2,32000,2025-04-05
18,5309925,44794,ISP001P2,1,1,3,43800,2025-04-28
18,1843416,44792,IRC001P2,1,1,5,47500,2025-05-01
17,4442200,23029,GPNODGMP70G,1,1,5,38500,2025-04-26
16,5173023,44792,IRC001P2,1,1,5,47500,2025-04-15
16,5383001,23655,MKSPAG500G,1,1,4,60800,2025-04-18
19,5321390,44794,ISP001P2,1,1,3,43800,2025-05-09
20,5366529,44792,IRC001P2,1,1,10,94000,2025-05-14
14,5248671,23655,MKSPAG500G,1,1,3,46050,2025-03-31
14,5303490,22670,MALTICAN33CL,1,1,1,12320,2025-04-05
18,5202863,24933,GPSOIL750ML,1,1,1,35157,2025-04-29
17,5236777,22067,MCHEF500G,1,1,1,8350,2025-04-22
16,5239266,22067,MCHEF500G,1,1,2,16700,2025-04-19
16,5290717,22068,MCHEF1KG,2,2,3,24300,2025-04-18
15,4091058,43238,CMS040,1,1,2,32000,2025-04-10
14,5275893,22068,MCHEF1KG,1,1,1,8100,2025-04-03
17,4018522,42507,VOS4596,1,1,2,34000,2025-04-22
18,1938096,21031,CWS012C,1,1,2,59600,2025-04-29
21,1935805,44757,SONPOS50G,1,1,1,7475,2025-05-25
19,5341276,44794,ISP001P2,1,1,1,14600,2025-05-10
21,5251946,44388,VIVADET800G,1,1,2,21500,2025-05-20
17,5234498,19687,IRC180,1,1,1,13300,2025-04-23
18,5383887,44537,GINTOP55G,1,1,3,23070,2025-05-01
18,5301327,23143,FANT60CL,1,1,1,4530,2025-04-30
14,4749372,22018,GPSPAG500G,1,1,1,19321,2025-04-02
21,4070307,21031,CWS012C,1,1,1,29800,2025-05-22
18,5320201,22028,MIMEE_RC100,1,1,1,10300,2025-05-04
19,3858443,44794,ISP001P2,1,1,2,29400,2025-05-09
19,5278201,19687,IRC180,1,1,2,26600,2025-05-10
19,5217093,22028,MIMEE_RC100,1,1,5,51750,2025-05-11
22,5237818,54349,GPNODGMP70GPFO,1,1,5,38500,2025-05-26
19,5278571,44792,IRC001P2,3,3,40,380000,2025-05-09
14,5323046,22462,GPJCNOOD70G,1,1,2,15400,2025-04-03
16,3924764,53418,VOS4596P8,1,1,5,92500,2025-04-18
17,3999134,22018,GPSPAG500G,1,1,1,18845,2025-04-24
16,5105669,45390,PURBMLKCRWFS21G,1,1,1,6350,2025-04-16
22,5303801,22026,MIMEE_RC070,1,1,5,39000,2025-05-27
22,5262867,23058,CCOKE60CL,1,1,1,4530,2025-05-29
15,3954465,22028,MIMEE_RC100,1,1,5,51500,2025-04-09
17,5247128,22670,MALTICAN33CL,1,1,1,12500,2025-04-24
21,4510854,22067,MCHEF500G,1,1,1,8350,2025-05-22
14,3978977,22018,GPSPAG500G,1,1,2,37690,2025-04-04
22,5248683,22068,MCHEF1KG,1,1,1,8060,2025-05-28
21,4541949,54346,GPJCNOOD70GPFO,1,1,5,39650,2025-05-23
17,5341172,22298,GPNOOD70G,1,1,2,15400,2025-04-26
22,4357781,53418,VOS4596P8,1,1,1,18500,2025-05-28
22,4924892,21031,CWS012C,1,1,5,149000,2025-05-27
18,5231252,45084,HHS075IN112,1,1,5,40000,2025-05-03
16,4350482,22065,GPSPAGTINI500G,1,1,5,94225,2025-04-18
14,4794278,22026,MIMEE_RC070,2,2,3,24000,2025-04-04
14,5366984,22018,GPSPAG500G,1,1,1,18845,2025-03-31
18,5294957,22067,MCHEF500G,1,1,1,8320,2025-05-02
21,4171010,54349,GPNODGMP70GPFO,1,1,1,7930,2025-05-21
16,5157263,22026,MIMEE_RC070,2,2,6,48000,2025-04-18
14,5234888,53418,VOS4596P8,1,1,1,18500,2025-04-05
16,4021371,23655,MKSPAG500G,1,1,4,60800,2025-04-16
21,5247350,22065,GPSPAGTINI500G,1,1,1,18845,2025-05-19
21,5179643,19687,IRC180,1,1,2,26400,2025-05-24
20,3898552,44794,ISP001P2,1,1,5,72500,2025-05-17
21,4126584,22028,MIMEE_RC100,1,1,10,103000,2025-05-23
17,5364972,44794,ISP001P2,1,1,4,58400,2025-04-23
14,5133854,22065,GPSPAGTINI500G,1,1,3,56535,2025-04-05
21,5366181,23058,CCOKE60CL,1,1,3,13590,2025-05-23
20,1797634,22026,MIMEE_RC070,1,1,7,56000,2025-05-16
18,5293308,44794,ISP001P2,1,1,6,87600,2025-05-02
16,5294374,22028,MIMEE_RC100,1,1,5,51500,2025-04-19
19,1801308,22016,DANG250G,1,1,3,55275,2025-05-06
15,5234049,22026,MIMEE_RC070,1,1,20,160000,2025-04-08
21,5159231,23058,CCOKE60CL,1,1,2,9060,2025-05-24
22,5095434,19679,IOC001,1,1,1,10300,2025-05-27
18,5303101,30291,INO70,1,1,1,9500,2025-05-03
15,4135708,19687,IRC180,1,1,1,13300,2025-04-08
19,5392325,54304,IRC001P2HW,1,1,2,19000,2025-05-09
14,4476759,22298,GPNOOD70G,1,1,1,7700,2025-04-05
14,4689578,44794,ISP001P2,1,1,1,14700,2025-04-01
19,5438530,19687,IRC180,1,1,5,67000,2025-05-05
16,5299302,22415,MCHEF250G,1,1,3,25950,2025-04-20
15,5165770,22067,MCHEF500G,2,2,2,16700,2025-04-09
22,5319022,21031,CWS012C,1,1,1,29800,2025-05-28
15,5295625,22018,GPSPAG500G,1,1,2,35904,2025-04-12
16,5278822,22026,MIMEE_RC070,1,1,4,32000,2025-04-16
15,5292945,46311,BP001,1,1,2,2,2025-04-09
18,5368547,44794,ISP001P2,1,1,1,14700,2025-04-30
21,4093661,53418,VOS4596P8,1,1,1,18500,2025-05-20
20,5305766,30791,VOS11040,1,1,1,18800,2025-05-17
19,5437958,22018,GPSPAG500G,3,2,3,56535,2025-05-07
13,5282701,21031,CWS012C,1,1,2,59600,2025-03-30
14,2080724,45899,CPL25GX120P8,1,1,1,19850,2025-04-03
16,5135249,22028,MIMEE_RC100,1,1,2,20600,2025-04-16
18,5252451,42988,NASC30G120,1,1,1,18400,2025-05-03
20,1989671,21031,CWS012C,1,1,3,89400,2025-05-14
17,5356382,22670,MALTICAN33CL,1,1,1,12350,2025-04-24
13,3899753,22065,GPSPAGTINI500G,1,1,1,18845,2025-03-30
15,5370420,22028,MIMEE_RC100,1,1,4,41200,2025-04-07
16,5159432,53421,VOS11040P3,1,1,1,18800,2025-04-15
14,5329831,37700,GPADBCRL45G,1,1,2,34600,2025-03-31
22,1795059,23702,THRCRWNEVP150G,1,1,1,14635,2025-05-26
