Week,CustomerID,SKUID,Quantity,OrderValue
2022-05-08,1076,5018,2,63.84
2022-05-08,1076,5023,2,76.17
2022-05-08,1010,5026,1,71.44
2022-05-08,1010,5048,3,232.99
2022-05-08,1034,5001,3,265.72
2022-05-08,1034,5029,2,75.29
2022-05-08,1034,5008,3,223.72
2022-05-08,1034,5004,3,88.78
2022-05-08,1022,5033,3,224.5
2022-05-08,1022,5050,1,37.71
2022-05-15,1083,5036,2,61.89
2022-05-15,1083,5006,3,232.57
2022-05-15,1053,5013,1,71.79
2022-05-15,1053,5049,1,55.8
2022-05-15,1086,5034,3,248.18
2022-05-15,1086,5004,2,197.64
2022-05-15,1018,5046,4,350.65
2022-05-15,1018,5049,1,73.57
2022-05-15,1033,5012,2,62.26
2022-05-15,1076,5001,4,233.53
2022-05-15,1076,5049,3,80.52
2022-05-15,1076,5049,3,46.58
2022-05-15,1072,5029,2,195.95
2022-05-15,1012,5018,3,74.36
2022-05-15,1012,5017,2,184.85
2022-05-15,1012,5038,3,201.42
2022-05-15,1012,5014,3,118.1
2022-05-15,1045,5021,1,20.68
2022-05-15,1068,5021,1,22.51
2022-05-15,1028,5028,4,376.53
2022-05-15,1028,5001,3,33.88
2022-05-15,1046,5032,4,326.72
2022-05-15,1046,5019,4,188.03
2022-05-15,1046,5002,1,24.02
2022-05-15,1046,5010,1,46.13
2022-05-15,1046,5050,3,131.89
2022-05-15,1046,5017,1,26.74
2022-05-15,1046,5037,3,103.98
2022-05-15,1069,5045,1,55.33
2022-05-15,1069,5027,2,39.56
2022-05-15,1069,5005,3,197.47
2022-05-15,1007,5029,1,57.8
2022-05-15,1007,5034,3,269.62
2022-05-15,1007,5033,4,290.76
2022-05-15,1091,5030,3,94.12
2022-05-15,1091,5036,2,121.59
2022-05-15,1091,5021,4,256.34
2022-05-15,1091,5017,1,57.35
2022-05-15,1091,5033,2,168.32
2022-05-15,1091,5010,1,27.38
2022-05-15,1039,5050,1,40.86
2022-05-15,1039,5007,3,141.34
2022-05-15,1087,5038,4,92.98
2022-05-15,1087,5041,4,235.83
2022-05-15,1087,5045,4,367.9
2022-05-22,1076,5034,1,28.54
2022-05-22,1076,5044,4,59.36
2022-05-22,1076,5026,2,195.91
2022-05-22,1023,5002,4,302.12
2022-05-22,1023,5020,3,162.94
2022-05-22,1057,5044,1,90.77
2022-05-22,1057,5046,2,39.47
2022-05-22,1057,5006,4,333.67
2022-05-22,1059,5048,2,57.26
2022-05-22,1059,5019,1,17.93
2022-05-22,1090,5003,3,243.04
2022-05-22,1090,5005,1,67.18
2022-05-22,1092,5021,4,155.94
2022-05-22,1097,5014,4,73.38
2022-05-22,1097,5010,2,29.51
2022-05-22,1097,5012,2,38.25
2022-05-22,1097,5038,3,111.75
2022-05-22,1005,5042,1,97.28
2022-05-22,1005,5021,1,21.17
2022-05-22,1005,5022,4,314.4
2022-05-22,1067,5011,3,36.69
2022-05-22,1060,5011,4,226.95
2022-05-22,1078,5029,4,222.41
2022-05-22,1078,5042,4,197.58
2022-05-22,1072,5039,4,179.62
2022-05-22,1072,5020,1,39.51
2022-05-22,1013,5044,2,80.54
2022-05-22,1087,5017,3,229.98
2022-05-22,1070,5008,1,56.62
2022-05-22,1051,5018,1,51.11
2022-05-22,1051,5028,4,126.34
2022-05-22,1056,5042,4,393.23
2022-05-22,1038,5023,4,237.11
2022-05-22,1038,5029,1,85.96
2022-05-22,1038,5031,2,38.1
2022-05-22,1011,5018,4,78.38
2022-05-22,1011,5046,4,123.29
2022-05-22,1011,5024,3,236.98
2022-05-22,1089,5019,2,156.4
2022-05-22,1089,5018,2,50.56
2022-05-22,1089,5037,4,372.87
2022-05-22,1089,5030,1,20.2
2022-05-22,1089,5019,2,184.3
2022-05-29,1047,5015,2,75.86
2022-05-29,1017,5010,4,383.64
2022-05-29,1080,5036,1,46.46
2022-05-29,1008,5018,3,176.49
2022-05-29,1008,5043,1,39.36
2022-05-29,1070,5015,4,61.04
2022-05-29,1070,5028,1,36.03
2022-05-29,1070,5042,1,25.12
2022-05-29,1059,5035,2,141.33
2022-05-29,1059,5046,2,127.61
2022-05-29,1042,5007,1,72.25
2022-05-29,1042,5023,3,245.3
2022-05-29,1042,5002,3,129.43
2022-05-29,1067,5016,3,153.36
2022-05-29,1067,5047,4,146.18
2022-05-29,1067,5013,2,194.01
2022-05-29,1067,5015,2,144.04
2022-05-29,1056,5021,4,113.44
2022-05-29,1056,5004,3,72.78
2022-05-29,1056,5031,4,59.66
2022-05-29,1062,5013,1,27.34
2022-05-29,1062,5019,2,112.37
2022-05-29,1062,5030,4,320.82
2022-05-29,1068,5044,1,39.95
2022-05-29,1018,5005,3,295.6
2022-05-29,1018,5010,3,170.82
2022-05-29,1018,5010,1,74.84
2022-05-29,1018,5038,3,201.7
2022-05-29,1038,5017,1,11.75
2022-05-29,1010,5040,2,102.27
2022-05-29,1065,5033,3,174.6
2022-05-29,1065,5029,2,65.16
2022-05-29,1069,5046,4,134.58
2022-05-29,1069,5023,1,62.18
2022-05-29,1069,5020,2,191.39
2022-05-29,1069,5038,3,139.34
2022-05-29,1069,5025,1,62.89
2022-05-29,1019,5045,3,50.07
2022-05-29,1019,5038,4,71.31
2022-05-29,1019,5045,1,52.5
2022-05-29,1014,5049,1,10.56
2022-05-29,1014,5023,2,188.78
2022-05-29,1095,5002,3,264.14
2022-05-29,1095,5036,2,116.88
2022-05-29,1095,5019,1,89.44
2022-05-29,1095,5017,4,100.9
2022-05-29,1095,5005,2,43.26
2022-06-05,1086,5041,3,32.1
2022-06-05,1086,5031,2,127.31
2022-06-05,1086,5039,2,70.09
2022-06-05,1074,5032,2,141.89
2022-06-05,1074,5003,3,49.62
2022-06-05,1074,5003,4,214.08
2022-06-05,1021,5002,4,72.24
2022-06-05,1003,5009,3,67.62
2022-06-05,1003,5027,2,195.76
2022-06-05,1003,5013,3,142.95
2022-06-05,1013,5048,2,84.56
2022-06-05,1090,5013,4,308.78
2022-06-05,1026,5049,3,201.62
2022-06-05,1054,5026,3,249.14
2022-06-05,1054,5022,3,250.34
2022-06-05,1054,5047,4,301.73
2022-06-05,1092,5012,1,45.71
2022-06-05,1092,5013,2,122.29
2022-06-05,1092,5010,1,10.19
2022-06-05,1066,5007,1,61.24
2022-06-05,1085,5011,3,110.04
2022-06-05,1085,5045,2,52.72
2022-06-05,1050,5025,3,110.45
2022-06-05,1050,5012,1,88.09
2022-06-05,1067,5006,2,165.43
2022-06-05,1040,5049,1,54.96
2022-06-05,1037,5018,2,109.85
2022-06-05,1037,5038,4,236.35
2022-06-05,1037,5037,2,97.76
2022-06-05,1076,5038,2,177.88
2022-06-05,1076,5035,2,140.05
2022-06-05,1045,5039,4,265.38
2022-06-05,1045,5045,3,115.25
2022-06-05,1006,5047,1,94.87
2022-06-05,1006,5038,2,194.51
2022-06-05,1055,5029,4,207.04
2022-06-05,1055,5039,4,140.49
2022-06-12,1094,5038,4,246.2
2022-06-12,1094,5028,2,199.7
2022-06-12,1012,5049,4,307.01
2022-06-12,1012,5043,1,90.38
2022-06-12,1012,5028,2,83.45
2022-06-12,1012,5028,3,217.34
2022-06-12,1022,5042,2,124.18
2022-06-12,1022,5025,2,159.84
2022-06-12,1022,5003,2,146.59
2022-06-12,1059,5037,4,346.31
2022-06-12,1077,5001,2,57.79
2022-06-12,1077,5045,3,222.3
2022-06-12,1020,5044,1,92.34
2022-06-12,1004,5035,4,220.22
2022-06-12,1017,5017,3,92.88
2022-06-12,1019,5011,1,77.93
2022-06-12,1030,5010,2,197.11
2022-06-12,1030,5011,1,41.91
2022-06-12,1087,5007,2,55.4
2022-06-12,1087,5049,4,276.36
2022-06-12,1040,5036,1,37.14
2022-06-12,1040,5032,4,65.57
2022-06-12,1040,5028,2,36.74
2022-06-12,1072,5019,1,19.65
2022-06-12,1070,5036,4,125.27
2022-06-12,1070,5036,2,83.73
2022-06-12,1070,5004,1,42.93
2022-06-12,1029,5044,3,34.77
2022-06-12,1018,5031,3,254.75
2022-06-12,1023,5046,3,215.13
2022-06-12,1023,5014,2,143.6
2022-06-12,1083,5019,2,88.91
2022-06-12,1083,5037,4,216.13
2022-06-12,1007,5005,1,18.85
2022-06-19,1038,5039,2,45.98
2022-06-19,1038,5034,4,50.37
2022-06-19,1038,5026,4,354.47
2022-06-19,1039,5030,4,357.51
2022-06-19,1060,5019,3,235.84
2022-06-19,1060,5005,4,288.32
2022-06-19,1063,5029,3,267.05
2022-06-19,1063,5039,1,30.97
2022-06-19,1063,5041,3,133.38
2022-06-19,1063,5033,4,115.87
2022-06-19,1016,5026,2,153.01
2022-06-19,1016,5005,4,280.94
2022-06-19,1068,5030,4,292.75
2022-06-19,1068,5026,1,53.22
2022-06-19,1001,5024,4,262.75
2022-06-19,1001,5018,1,51.75
2022-06-19,1001,5027,1,32.53
2022-06-19,1001,5041,2,80.37
2022-06-19,1017,5007,1,51.28
2022-06-19,1017,5040,2,160.04
2022-06-19,1017,5050,3,43.72
2022-06-19,1017,5025,4,186.28
2022-06-19,1019,5006,3,146.06
2022-06-19,1019,5048,1,25.73
2022-06-19,1019,5049,1,96.8
2022-06-19,1019,5019,1,74.58
2022-06-19,1040,5002,4,119.45
2022-06-19,1040,5037,2,151.87
2022-06-19,1040,5045,3,246.14
2022-06-19,1040,5016,1,31.51
2022-06-19,1027,5042,1,11.77
2022-06-19,1024,5023,3,252.87
2022-06-19,1024,5002,2,196.45
2022-06-19,1024,5038,2,162.21
2022-06-19,1083,5003,2,75.61
2022-06-19,1007,5042,4,69.04
2022-06-19,1007,5006,1,91.7
2022-06-19,1007,5044,4,162.93
2022-06-19,1036,5046,3,259.54
2022-06-19,1036,5022,1,94.68
2022-06-19,1056,5002,4,387.37
2022-06-19,1053,5028,4,56.05
2022-06-19,1011,5041,3,281.71
2022-06-19,1021,5045,1,74.23
2022-06-19,1021,5021,1,16.5
2022-06-19,1028,5003,3,262.18
2022-06-19,1028,5033,3,195.54
2022-06-19,1028,5001,1,17.54
2022-06-26,1032,5041,2,102.4
2022-06-26,1059,5038,4,319.31
2022-06-26,1059,5003,1,75.05
2022-06-26,1080,5007,1,21.4
2022-06-26,1080,5046,1,56.73
2022-06-26,1080,5031,4,69.5
2022-06-26,1080,5024,4,84.53
2022-06-26,1080,5031,3,293.65
2022-06-26,1058,5026,4,53.7
2022-06-26,1058,5009,2,140.97
2022-06-26,1058,5035,3,84.56
2022-06-26,1051,5019,3,131.51
2022-06-26,1051,5012,3,267.64
2022-06-26,1051,5015,3,50.92
2022-06-26,1051,5031,2,131.7
2022-06-26,1078,5026,4,170.2
2022-06-26,1078,5011,3,229.9
2022-06-26,1008,5014,2,92.65
2022-06-26,1048,5003,2,110.96
2022-06-26,1048,5039,3,38.77
2022-06-26,1065,5022,4,372.34
2022-06-26,1065,5021,4,129.63
2022-06-26,1088,5014,4,186.67
2022-06-26,1042,5018,1,51.4
2022-06-26,1037,5031,2,179.4
2022-06-26,1028,5029,3,59.74
2022-06-26,1028,5017,2,23.96
2022-06-26,1028,5032,1,11.41
2022-06-26,1011,5027,2,36.65
2022-06-26,1010,5022,1,92.86
2022-06-26,1010,5024,4,115.35
2022-07-03,1032,5045,3,133.67
2022-07-03,1032,5019,2,122.39
2022-07-03,1032,5032,1,19.22
2022-07-03,1032,5027,4,387.97
2022-07-03,1032,5001,2,74.53
2022-07-03,1075,5046,3,219.86
2022-07-03,1075,5024,3,161.02
2022-07-03,1075,5034,1,24.73
2022-07-03,1075,5046,4,199.53
2022-07-03,1075,5022,3,33.65
2022-07-03,1038,5016,4,110.01
2022-07-03,1038,5029,1,61.95
2022-07-03,1038,5009,1,17.59
2022-07-03,1038,5033,2,131.26
2022-07-03,1022,5046,2,140.36
2022-07-03,1022,5008,1,46.78
2022-07-03,1060,5049,1,74.55
2022-07-03,1045,5039,1,27.09
2022-07-03,1045,5040,4,364.11
2022-07-03,1055,5031,2,168.41
2022-07-03,1087,5022,1,98.2
2022-07-03,1076,5012,4,93.57
2022-07-03,1076,5007,3,278.61
2022-07-03,1095,5024,3,152.98
2022-07-03,1095,5044,4,328.29
2022-07-03,1095,5017,3,74.35
2022-07-03,1095,5002,3,46.23
2022-07-03,1095,5013,2,139.52
2022-07-03,1017,5013,3,285.9
2022-07-03,1017,5021,2,180.17
2022-07-03,1017,5045,1,25.63
2022-07-03,1013,5050,2,45.29
2022-07-03,1013,5022,4,140.04
2022-07-03,1013,5008,2,172.83
2022-07-03,1013,5017,4,198.62
2022-07-03,1013,5027,2,99.27
2022-07-03,1013,5033,4,357.68
2022-07-03,1006,5019,2,94.47
2022-07-03,1006,5008,1,94.66
2022-07-03,1002,5009,2,179.47
2022-07-03,1002,5039,4,369.55
2022-07-03,1081,5038,4,322.39
2022-07-03,1081,5005,2,126.34
2022-07-03,1081,5018,2,152.26
2022-07-03,1081,5016,2,178.69
2022-07-03,1054,5009,2,68.4
2022-07-03,1054,5029,4,130.86
2022-07-03,1054,5016,4,51.7
2022-07-03,1043,5044,2,97.46
2022-07-03,1043,5034,2,109.85
2022-07-03,1043,5050,4,108.85
2022-07-03,1043,5007,1,74.91
2022-07-03,1064,5030,3,249.1
2022-07-03,1064,5017,2,173.35
2022-07-03,1064,5010,3,49.05
2022-07-03,1052,5040,1,66.03
2022-07-03,1052,5040,3,292.02
2022-07-03,1052,5012,4,216.88
2022-07-03,1052,5021,2,108.63
2022-07-03,1052,5040,3,144.58
2022-07-03,1052,5019,1,34.93
2022-07-03,1052,5003,1,36.9
2022-07-03,1052,5018,2,62.88
2022-07-10,1078,5021,1,69.04
2022-07-10,1065,5036,2,147.22
2022-07-10,1065,5017,4,61.6
2022-07-10,1065,5021,1,43.34
2022-07-10,1027,5018,3,224.14
2022-07-10,1027,5022,1,27.2
2022-07-10,1027,5046,3,126.19
2022-07-10,1027,5049,2,74.3
2022-07-10,1040,5014,4,371.47
2022-07-10,1040,5012,1,50.17
2022-07-10,1040,5028,1,63.68
2022-07-10,1095,5043,4,321.5
2022-07-10,1095,5006,3,264.78
2022-07-10,1095,5036,2,128.98
2022-07-10,1099,5008,1,68.67
2022-07-10,1099,5024,3,176.02
2022-07-10,1099,5048,4,390.17
2022-07-10,1099,5038,2,165.41
2022-07-10,1022,5031,2,190.62
2022-07-10,1022,5033,4,161.68
2022-07-10,1022,5013,4,259.49
2022-07-10,1047,5002,2,60.81
2022-07-10,1060,5011,1,90.87
2022-07-10,1060,5015,2,54.12
2022-07-10,1056,5018,4,194.41
2022-07-10,1056,5041,4,190.47
2022-07-10,1067,5042,1,36.66
2022-07-10,1042,5020,1,78.11
2022-07-10,1042,5023,3,281.81
2022-07-10,1032,5024,4,128.69
2022-07-10,1032,5014,4,339.03
2022-07-10,1069,5038,3,263.39
2022-07-10,1069,5046,3,169.59
2022-07-10,1069,5001,1,11.45
2022-07-10,1069,5049,3,110.3
2022-07-10,1014,5042,4,283.73
2022-07-10,1014,5014,2,71.1
2022-07-10,1033,5042,1,61.41
2022-07-10,1033,5002,3,31.06
2022-07-10,1003,5046,1,81.86
2022-07-10,1080,5040,1,18.87
2022-07-10,1020,5009,4,197.6
2022-07-10,1020,5006,3,156.52
2022-07-10,1020,5019,4,318.02
2022-07-17,1099,5013,1,71.95
2022-07-17,1045,5023,4,107.65
2022-07-17,1003,5014,3,199.52
2022-07-17,1075,5009,1,60.84
2022-07-17,1075,5010,2,159.32
2022-07-17,1075,5008,2,29.81
2022-07-17,1053,5036,1,82.85
2022-07-17,1053,5025,4,227.32
2022-07-17,1053,5003,3,237.96
2022-07-17,1011,5032,4,283.39
2022-07-17,1011,5042,1,36.09
2022-07-17,1002,5010,1,24.09
2022-07-17,1002,5046,3,58.64
2022-07-17,1040,5018,2,154.14
2022-07-17,1040,5050,2,183.7
2022-07-17,1052,5004,1,63.91
2022-07-17,1013,5029,1,91.86
2022-07-17,1013,5011,4,173.31
2022-07-17,1013,5016,4,367.24
2022-07-17,1013,5030,3,249.93
2022-07-17,1047,5047,1,38.35
2022-07-17,1032,5013,3,145.43
2022-07-17,1017,5041,2,52.51
2022-07-17,1017,5048,2,158.38
2022-07-17,1068,5004,2,189.78
2022-07-17,1068,5035,3,282.9
2022-07-17,1001,5020,1,90.66
2022-07-17,1001,5047,2,40.77
2022-07-17,1001,5014,2,77.61
2022-07-17,1001,5034,2,106.69
2022-07-17,1056,5036,1,16.27
2022-07-17,1056,5017,4,112.2
2022-07-17,1056,5014,3,205.08
2022-07-17,1056,5009,2,51.1
2022-07-17,1056,5030,4,282.04
2022-07-17,1087,5030,4,351.77
2022-07-17,1055,5011,1,46.27
2022-07-17,1055,5013,4,141.44
2022-07-24,1096,5029,3,255.69
2022-07-24,1096,5015,3,95.14
2022-07-24,1055,5041,3,193.8
2022-07-24,1037,5016,1,91.23
2022-07-24,1036,5009,3,163.2
2022-07-24,1036,5013,3,227.83
2022-07-24,1036,5040,4,178.05
2022-07-24,1079,5010,4,250.88
2022-07-24,1086,5044,3,209.18
2022-07-24,1086,5048,4,252.69
2022-07-24,1086,5037,3,204.43
2022-07-24,1064,5032,2,56.93
2022-07-24,1064,5049,1,50.28
2022-07-24,1041,5009,2,179.81
2022-07-24,1041,5030,2,64.45
2022-07-24,1052,5015,2,52.93
2022-07-24,1052,5019,1,11.21
2022-07-24,1052,5008,3,198.26
2022-07-24,1052,5034,3,89.79
2022-07-24,1052,5002,1,26.44
2022-07-24,1052,5027,4,371.62
2022-07-24,1027,5032,1,53.58
2022-07-24,1027,5015,4,51.86
2022-07-24,1004,5010,3,54.55
2022-07-24,1004,5041,4,312.16
2022-07-24,1040,5010,3,116.43
2022-07-24,1100,5014,3,48.09
2022-07-24,1100,5044,2,139.54
2022-07-24,1100,5010,2,178.67
2022-07-24,1100,5020,3,225.48
2022-07-24,1068,5043,3,72.78
2022-07-24,1006,5039,1,61.47
2022-07-24,1006,5042,3,238.68
2022-07-24,1032,5033,1,53.08
2022-07-24,1032,5016,2,190.12
2022-07-24,1032,5022,3,276.13
2022-07-24,1044,5043,3,210.64
2022-07-24,1044,5045,1,79.68
2022-07-24,1044,5009,3,65.8
2022-07-24,1075,5006,4,317.19
2022-07-24,1075,5045,1,31.53
2022-07-24,1075,5021,1,90.12
2022-07-24,1075,5033,4,250.36
2022-07-24,1021,5009,4,302.76
2022-07-24,1021,5037,2,175.62
2022-07-31,1084,5003,3,291.39
2022-07-31,1084,5014,2,183.0
2022-07-31,1084,5025,3,191.97
2022-07-31,1035,5039,2,50.44
2022-07-31,1035,5015,4,347.22
2022-07-31,1032,5017,2,149.67
2022-07-31,1032,5036,1,80.71
2022-07-31,1032,5047,3,81.41
2022-07-31,1066,5031,2,34.34
2022-07-31,1094,5032,2,97.43
2022-07-31,1094,5034,2,138.78
2022-07-31,1094,5007,1,18.51
2022-07-31,1098,5028,3,252.71
2022-07-31,1098,5033,1,59.04
2022-07-31,1098,5037,4,381.94
2022-07-31,1064,5001,4,251.57
2022-07-31,1064,5025,3,72.8
2022-07-31,1064,5001,4,165.66
2022-07-31,1062,5049,3,222.75
2022-07-31,1062,5012,2,162.07
2022-07-31,1062,5020,2,47.26
2022-07-31,1062,5050,2,114.79
2022-07-31,1071,5038,4,396.17
2022-07-31,1079,5017,1,28.71
2022-07-31,1079,5025,3,82.32
2022-07-31,1079,5028,2,139.09
2022-07-31,1046,5031,4,239.32
2022-07-31,1033,5046,1,31.07
2022-07-31,1072,5048,4,338.69
2022-07-31,1072,5020,3,162.12
2022-07-31,1036,5022,4,378.63
2022-07-31,1036,5043,1,68.12
2022-07-31,1022,5019,1,74.5
2022-07-31,1022,5017,3,266.35
2022-07-31,1065,5038,3,81.05
2022-07-31,1065,5021,4,289.87
2022-07-31,1065,5009,2,133.99
2022-07-31,1065,5013,3,144.09
2022-08-07,1095,5024,1,18.46
2022-08-07,1095,5011,3,194.1
2022-08-07,1008,5019,2,106.3
2022-08-07,1100,5016,1,88.16
2022-08-07,1100,5033,4,274.28
2022-08-07,1091,5016,4,183.37
2022-08-07,1091,5031,1,86.85
2022-08-07,1091,5025,4,44.6
2022-08-07,1020,5034,4,69.18
2022-08-07,1020,5049,1,46.33
2022-08-07,1025,5024,2,68.91
2022-08-07,1025,5022,4,68.2
2022-08-07,1025,5045,3,165.98
2022-08-07,1025,5023,1,29.16
2022-08-07,1071,5005,2,190.35
2022-08-07,1071,5038,4,131.3
2022-08-07,1071,5034,4,258.41
2022-08-07,1079,5026,2,80.79
2022-08-07,1079,5023,2,63.06
2022-08-07,1079,5018,2,161.11
2022-08-07,1085,5034,1,48.48
2022-08-07,1085,5033,4,70.47
2022-08-07,1085,5050,3,255.7
2022-08-07,1085,5024,2,110.04
2022-08-07,1085,5009,4,217.25
2022-08-07,1035,5025,1,15.51
2022-08-07,1035,5025,2,95.22
2022-08-07,1014,5004,3,58.42
2022-08-07,1014,5030,2,93.61
2022-08-07,1014,5020,4,348.01
2022-08-07,1076,5027,4,230.29
2022-08-07,1076,5045,2,167.88
2022-08-07,1094,5012,4,339.61
2022-08-07,1094,5011,1,83.86
2022-08-07,1029,5010,4,188.35
2022-08-07,1029,5016,4,249.09
2022-08-07,1069,5009,1,54.03
2022-08-07,1069,5009,1,47.57
2022-08-07,1069,5009,2,168.43
2022-08-07,1069,5027,1,16.68
2022-08-07,1042,5018,2,179.65
2022-08-07,1042,5049,2,57.69
2022-08-14,1019,5047,3,296.31
2022-08-14,1019,5046,4,248.04
2022-08-14,1019,5008,3,171.14
2022-08-14,1031,5040,3,76.56
2022-08-14,1061,5018,1,65.87
2022-08-14,1061,5011,4,341.62
2022-08-14,1061,5043,2,152.9
2022-08-14,1047,5043,3,64.25
2022-08-14,1058,5013,1,13.02
2022-08-14,1058,5033,3,125.93
2022-08-14,1058,5005,4,326.48
2022-08-14,1081,5030,3,34.28
2022-08-14,1006,5010,3,287.62
2022-08-14,1006,5048,3,217.72
2022-08-14,1026,5050,4,375.1
2022-08-14,1049,5048,1,94.03
2022-08-14,1049,5011,3,247.75
2022-08-14,1037,5002,3,201.14
2022-08-14,1037,5016,1,56.48
2022-08-14,1015,5044,4,304.94
2022-08-14,1015,5037,4,396.31
2022-08-14,1085,5002,1,21.58
2022-08-14,1085,5042,4,287.72
2022-08-14,1096,5046,2,193.05
2022-08-14,1066,5048,1,45.24
2022-08-14,1066,5008,4,352.01
2022-08-14,1094,5029,1,40.08
2022-08-14,1094,5022,3,232.37
2022-08-14,1094,5001,1,82.3
2022-08-14,1094,5029,3,148.08
2022-08-14,1094,5048,2,101.99
2022-08-14,1098,5040,3,162.09
2022-08-21,1006,5044,1,38.47
2022-08-21,1089,5009,2,171.06
2022-08-21,1089,5007,3,232.27
2022-08-21,1085,5048,1,14.03
2022-08-21,1085,5022,2,154.4
2022-08-21,1085,5004,2,118.93
2022-08-21,1054,5035,4,178.16
2022-08-21,1023,5035,3,220.64
2022-08-21,1023,5045,1,45.92
2022-08-21,1023,5035,1,89.64
2022-08-21,1023,5028,2,78.42
2022-08-21,1029,5029,1,83.0
2022-08-21,1029,5024,4,217.2
2022-08-21,1029,5016,3,210.68
2022-08-21,1048,5009,3,157.66
2022-08-21,1048,5029,1,46.99
2022-08-21,1048,5026,1,49.26
2022-08-21,1050,5017,4,268.05
2022-08-21,1080,5020,2,151.07
2022-08-21,1065,5033,3,124.87
2022-08-21,1065,5019,1,42.34
2022-08-21,1008,5041,1,23.06
2022-08-21,1008,5041,4,90.71
2022-08-21,1049,5036,2,128.54
2022-08-21,1049,5019,4,322.5
2022-08-21,1049,5007,2,115.37
2022-08-21,1088,5007,1,33.51
2022-08-21,1088,5036,3,156.48
2022-08-21,1099,5029,2,25.9
2022-08-21,1098,5043,1,11.65
2022-08-21,1098,5007,1,73.83
2022-08-21,1098,5049,3,196.18
2022-08-21,1098,5009,3,215.84
2022-08-21,1010,5010,1,80.56
2022-08-21,1009,5012,1,96.5
2022-08-21,1009,5011,3,86.57
2022-08-21,1009,5002,4,145.26
2022-08-21,1009,5050,2,38.81
2022-08-21,1040,5026,4,62.48
2022-08-21,1040,5023,4,132.65
2022-08-28,1036,5033,4,358.33
2022-08-28,1036,5031,2,87.07
2022-08-28,1036,5006,4,250.91
2022-08-28,1036,5010,2,44.21
2022-08-28,1069,5001,2,197.89
2022-08-28,1069,5043,2,89.51
2022-08-28,1041,5026,2,195.27
2022-08-28,1041,5050,1,53.45
2022-08-28,1041,5014,4,140.97
2022-08-28,1041,5016,3,114.45
2022-08-28,1056,5032,1,61.04
2022-08-28,1056,5030,2,194.76
2022-08-28,1056,5045,1,81.15
2022-08-28,1056,5026,2,31.44
2022-08-28,1056,5036,4,261.66
2022-08-28,1056,5034,1,58.51
2022-08-28,1054,5042,1,68.04
2022-08-28,1018,5047,3,174.24
2022-08-28,1018,5025,1,27.71
2022-08-28,1096,5035,2,176.59
2022-08-28,1014,5049,3,54.64
2022-08-28,1014,5041,2,29.41
2022-08-28,1014,5017,3,59.21
2022-08-28,1042,5019,4,111.29
2022-08-28,1042,5006,3,40.89
2022-08-28,1042,5001,1,88.15
2022-08-28,1060,5029,1,40.64
2022-08-28,1055,5010,4,88.67
2022-08-28,1055,5031,2,80.3
2022-08-28,1045,5016,4,283.83
2022-08-28,1080,5006,1,94.33
2022-08-28,1080,5035,1,46.56
2022-08-28,1068,5020,1,60.2
2022-08-28,1068,5007,1,43.03
2022-08-28,1068,5016,2,121.31
2022-08-28,1068,5037,2,196.16
2022-08-28,1043,5045,1,25.14
2022-08-28,1043,5035,1,42.36
2022-08-28,1043,5015,3,235.59
2022-08-28,1049,5024,1,57.41
2022-08-28,1075,5032,4,131.17
2022-08-28,1038,5022,2,20.96
2022-08-28,1082,5015,1,70.1
2022-08-28,1082,5005,3,276.57
2022-08-28,1082,5003,4,324.71
2022-09-04,1025,5024,1,51.64
2022-09-04,1025,5011,1,61.82
2022-09-04,1095,5016,3,33.35
2022-09-04,1065,5006,4,353.91
2022-09-04,1070,5006,1,52.34
2022-09-04,1070,5019,3,72.8
2022-09-04,1070,5043,4,343.59
2022-09-04,1070,5041,4,124.02
2022-09-04,1032,5028,3,60.54
2022-09-04,1032,5017,1,52.85
2022-09-04,1032,5014,3,137.16
2022-09-04,1096,5027,3,144.33
2022-09-04,1096,5024,2,78.32
2022-09-04,1096,5035,4,278.65
2022-09-04,1004,5044,4,144.93
2022-09-04,1004,5028,4,72.47
2022-09-04,1072,5019,3,223.23
2022-09-04,1067,5005,2,101.81
2022-09-04,1067,5042,4,346.28
2022-09-04,1067,5045,1,31.74
2022-09-04,1067,5026,3,30.43
2022-09-04,1099,5026,1,23.49
2022-09-04,1099,5008,1,52.59
2022-09-04,1099,5043,4,122.1
2022-09-04,1099,5016,3,143.15
2022-09-04,1047,5016,3,222.44
2022-09-04,1047,5001,1,15.76
2022-09-04,1047,5013,4,218.99
2022-09-04,1015,5036,4,301.97
2022-09-04,1046,5027,1,14.77
2022-09-04,1014,5033,2,174.56
2022-09-04,1014,5046,2,63.55
2022-09-04,1038,5013,1,27.8
2022-09-04,1038,5009,4,384.45
2022-09-04,1038,5015,4,307.44
2022-09-04,1087,5027,4,141.5
2022-09-04,1087,5047,4,58.87
2022-09-04,1087,5016,4,354.37
2022-09-04,1087,5006,1,70.94
2022-09-04,1087,5033,2,137.02
2022-09-04,1061,5013,4,375.57
2022-09-04,1061,5009,1,13.2
2022-09-04,1090,5041,2,188.17
2022-09-11,1002,5011,2,51.45
2022-09-11,1002,5041,3,102.52
2022-09-11,1002,5028,3,299.82
2022-09-11,1002,5016,2,141.97
2022-09-11,1002,5041,2,138.68
2022-09-11,1073,5018,3,114.42
2022-09-11,1019,5034,1,81.78
2022-09-11,1010,5038,4,366.61
2022-09-11,1010,5004,3,32.34
2022-09-11,1049,5017,2,92.49
